Route_start|Route_end|Reference_time|Interval(days)|Area_size|Duration(s)|Number_of_records
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|30|0.8|105.233679056|199981
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|30|0.8|118.009944916|170877
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|30|0.8|96.1336500645|182867
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|30|0.8|98.6188290119|168193
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|30|0.8|103.365937948|174231
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|30|0.8|18.0835440159|6946
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|30|0.8|29.5222449303|7163
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|30|0.8|53.8530240059|6762
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|30|0.8|26.4052591324|6800
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|30|0.8|36.4080939293|6856
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|30|0.8|1835.03538108|6695
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|30|0.8|34.8203940392|6200
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|30|0.8|3639.99940395|6120
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|30|0.8|5204.75691414|5840
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|30|0.8|38.752409935|5451
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|30|0.8|3462.37138796|6004
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|30|0.8|38.0418419838|5006
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|30|0.8|34.2764348984|34959
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|30|0.8|44.7358720303|37384
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|30|0.8|65.9972469807|33662
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|30|0.8|39.0087659359|35566
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|30|0.8|49.9274799824|38616
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|30|0.8|50.2220339775|36025
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|30|0.8|29.1284720898|30774
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|30|0.8|41.6558148861|33235
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|30|0.8|62.5693018436|30856
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|30|0.8|37.9272789955|34313
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|30|0.8|49.0396149158|34897
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|30|0.8|47.1551949978|33192
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|24.5955958366|17139
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|31.5121059418|17807
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|54.2676289082|15143
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|28.0387132168|14311
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|39.3840970993|16712
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|39.5051591396|15608
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|30|0.8|26.6173188686|19716
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|30|0.8|36.0123178959|19357
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|30|0.8|58.9798557758|17060
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|30|0.8|30.7294669151|16096
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|30|0.8|42.5937540531|18505
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|30|0.8|40.6314640045|17572
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|30|0.8|19.9677979946|2226
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|30|0.8|28.4958939552|2575
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|30|0.8|51.7381391525|2227
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|30|0.8|24.8608050346|2099
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|30|0.8|34.3453528881|2461
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|30|0.8|36.2116851807|2328
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|30|0.8|17.5147910118|427
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|30|0.8|26.0023880005|645
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|30|0.8|52.4893388748|541
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|30|0.8|24.1725928783|487
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|30|0.8|33.0121970177|569
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|30|0.8|32.941339016|444
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|30|2|957.273284197|2343641
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|30|2|1029.46529508|2365095
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|30|2|943.016438961|2084190
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|30|2|895.217410088|2126446
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.1|1.30611300468|91
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.1|1.27489185333|106
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.1|1.29246997833|91
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.1|0.853543996811|86
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.1|1.23758101463|82
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.1|0.848350048065|67
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.1|1.19906687737|97
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.1|1.25505208969|115
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.1|1.22601008415|93
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.1|0.775582075119|80
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.1|1.12617087364|89
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.1|0.763121128082|69
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.1|1.27079105377|489
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.1|1.31665682793|532
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.1|1.35605311394|436
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.1|1.00120615959|496
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.1|1.23570203781|421
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.1|0.93779706955|457
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.1|0.979568958282|150
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.1|0.982187986374|144
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.1|0.994968175888|125
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.1|0.705594062805|146
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.1|0.922829151154|117
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.1|0.656810045242|145
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.1|1.1030728817|82
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.1|1.19330191612|92
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.1|1.15542888641|78
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.1|0.749102115631|83
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.1|1.06775784492|63
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.1|0.77396607399|61
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.1|1.38515806198|404
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.1|1.4181201458|395
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.1|1.49871397018|373
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.1|1.01521396637|425
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.1|1.36562395096|357
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.1|1.00226306915|359
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|60|0.1|0.751055002213|0
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|60|0.1|0.785938024521|1
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|60|0.1|0.763355970383|1
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|60|0.1|0.496048927307|0
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|60|0.1|0.733822107315|1
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|60|0.1|0.520498037338|2
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.1|0.699324846268|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.1|0.702323913574|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.1|0.723654985428|1
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.1|0.451250076294|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.1|0.683243989944|0
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.1|0.471047878265|0
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.1|1.05458307266|13
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.1|1.09111690521|16
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.1|1.01660084724|15
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.1|0.6898188591|15
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.1|0.987766027451|13
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.1|0.687438964844|18
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.1|1.04683804512|18
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.1|1.08610510826|27
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.1|1.03663301468|26
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.1|0.695614099503|25
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.1|0.967104911804|20
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.1|0.695293188095|17
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.1|0.502608060837|10
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.1|0.470790147781|9
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.1|0.509351015091|13
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.1|0.316066026688|8
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.1|0.485074043274|16
Metropolitan Museum, 5th Avenue, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.1|0.335417032242|11
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-02-15 00:00:00|60|0.1|0.972437143326|2
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-04-01 00:00:00|60|0.1|1.02779793739|2
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-06-15 00:00:00|60|0.1|0.981082201004|2
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-08-01 00:00:00|60|0.1|0.641980886459|1
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-10-15 00:00:00|60|0.1|0.935425043106|4
Union Sq, NYC, USA|Metropolitan Museum, 5th Avenue, New York, NYC, USA|2013-12-01 00:00:00|60|0.1|0.68302488327|7
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-02-15 00:00:00|60|0.1|0.996576070786|1
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-04-01 00:00:00|60|0.1|1.0048789978|0
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-06-15 00:00:00|60|0.1|0.999225139618|2
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-08-01 00:00:00|60|0.1|0.62605381012|0
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-10-15 00:00:00|60|0.1|0.943192958832|0
Union Sq, NYC, USA|Harlem, New York, NYC, USA|2013-12-01 00:00:00|60|0.1|0.655522108078|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.1|0.349852800369|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.1|0.327181816101|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.1|0.335926055908|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.1|0.210178852081|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.1|0.321313858032|0
Harlem, New York, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.1|0.226196050644|0
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|42.4449589252|4811
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|43.0345900059|5475
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|77.4623320103|5147
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|50.5237109661|5090
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|56.2002840042|4734
Union Sq, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|36.1087129116|4727
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|39.8001580238|4728
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|41.3953809738|5442
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|75.2626328468|4787
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|48.056650877|5084
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|53.7978520393|4597
Times Sq, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|33.4193398952|4595
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|43.8951780796|13511
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|45.7410840988|15034
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|79.4160749912|13199
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|53.403026104|14102
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|57.855576992|12104
Grand Central, NYC, USA|Times Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|37.2753679752|12533
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-02-15 00:00:00|60|0.3|41.2464029789|9201
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-04-01 00:00:00|60|0.3|43.2254700661|10115
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-06-15 00:00:00|60|0.3|76.6999189854|9499
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-08-01 00:00:00|60|0.3|50.0522580147|9688
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-10-15 00:00:00|60|0.3|54.8680150509|8987
Grand Central, NYC, USA|Union Sq, NYC, USA|2013-12-01 00:00:00|60|0.3|36.6462669373|9495
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|42.6029541492|11934
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|44.9830229282|12790
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|80.3136138916|13046
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|55.3488559723|12963
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|60.7232530117|12350
Union Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|38.7487778664|13093
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|45.6628129482|13330
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|46.3003151417|15116
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|80.883795023|12256
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|52.0356779099|12791
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|56.5286478996|11393
Times Sq, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|35.6511619091|11580
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-02-15 00:00:00|60|0.3|40.0100750923|423
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-04-01 00:00:00|60|0.3|41.4168119431|642
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-06-15 00:00:00|60|0.3|72.4982848167|608
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-08-01 00:00:00|60|0.3|47.1509261131|698
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-10-15 00:00:00|60|0.3|54.1782269478|657
Grand Central, NYC, USA|Columbia University, NYC, USA|2013-12-01 00:00:00|60|0.3|32.5997450352|712
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-02-15 00:00:00|60|0.3|41.6615209579|540
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-04-01 00:00:00|60|0.3|42.1673259735|760
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-06-15 00:00:00|60|0.3|74.9015109539|680
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-08-01 00:00:00|60|0.3|48.0999789238|595
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-10-15 00:00:00|60|0.3|53.9072787762|636
Columbia University, NYC, USA|Grand Central, NYC, USA|2013-12-01 00:00:00|60|0.3|31.0870330334|652
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.3|42.7384250164|2576
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.3|42.5270960331|2956
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.3|75.1943089962|2696
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-08-01 00:00:00|60|0.3|48.2149598598|2844
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-10-15 00:00:00|60|0.3|56.0908780098|2830
Union Sq, NYC, USA|11 Wall street, NYC, USA|2013-12-01 00:00:00|60|0.3|35.6746602058|2953
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-02-15 00:00:00|60|0.3|41.5893359184|2147
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-04-01 00:00:00|60|0.3|46.3131489754|2585
Times Sq, NYC, USA|11 Wall street, NYC, USA|2013-06-15 00:00:00|60|0.3|75.401624918|2335
